Living & Dying	2007
No Reservations	2007
When a Man Loves a Woman	1994
Waking the Dead	2000
The Gospel	2005
Our Winning Season	1978
Walking Thunder	1995
Rush Hour 2	2001
The Second Coming	2008
Off the Black	2006
Papaya: Love Goddess of the Cannibals	1978
Paradise Alley	1978
Insecticidal	2005
Pastorale 1943	1978
Friends and Family	2003
Lady Vengeance	2006
Perceval	1984
Petey Wheatstraw	1977
Playing Mona Lisa	2000
Clockstoppers	2002
Piranha	1978
Hell to Eternity	1960
Heller in Pink Tights	1960
The Playbirds	1978
High Time	1960
Home from the Hill	1960
The Slaughter Rule	2002
I Passed for White	1960
Ice Palace	1960
Spy Game	2001
The Blind Swordsman: Zatoichi	2004
Inherit the Wind	1960
Brice de Nice	2005
Gang Related	1997
Critical Care	1997
Macon County Jail	1998
Bright Future	2004
It Started in Naples	1960
The Serpent's Kiss	1998
Gay in Amsterdam	2004
The Proposition	1998
Dad Savage	1997
She's So Lovely	1997
Gremlins 2: The New Batch	1990
Endless Descent	1990
Cost of Living	1997
The Grifters	1990
Grim Prairie Tales	1990
Wara Mandel	1997
Dancer, Texas Pop. 81	1998
The Dancer Upstairs	2003
Dangerous Ground	1996
Dante's Peak	1997
Dark City	1998
Shooting Fish	1997
Shooting Porn	1997
Side Streets	1997
The Guardian	1990
Cradle Will Rock	1999
The Gumshoe Kid	1989
Dead Letter Office	1998
The Weekend	2000
If You Only Knew	2000
A Simple Wish	1997
Guns	1990
Dead Men Can't Dance	1997
Hamlet	1990
Hamoun	1992
Key Witness	1960
The 6th Man	1997
Sliding Doors	1998
The Cruise	1998
The Handmaid's Tale	1990
Happily Ever After	1993
Deconstructing Harry	1997
New York Minute	2004
Deep Rising	1998
The Deli	1997
A Smile like Yours	1997
Smilla's Sense of Snow	1997
Love Me Tomorrow	2006
Hardware	1990
Haunting Fear	1991
The Haunting of Morella	1990
Omkara	2006
The Designated Mourner	1997
Sexo con Amor	2003
Headhunter	1988
Kinshasa Palace	2006
Somewhere in the City	1998
The Bet Collector	2008
Soul Food	1997
Heart Condition	1990
Heaven Tonight	1990
Venom	2005
The Devil's Advocate	1997
Didier	1997
Ace Eli and Rodger of the Skies	1973
Spawn	1997
Addio Fratello Crudele	1971
Speed 2: Cruise Control	1997
Henry & June	1990
Henry: Portrait of a Serial Killer	1990
Herman	1990
Digging to China	1998
Hidden Agenda	1990
Dinner at Fred's	1997
The Devil Wears Prada	2006
Sphere	1998
Spice World	1997
Spoiler	1997
Alice in the Cities	1974
Three Kings	1999
The All-American Boy	1973
Trading Favors	1996
Dr. Dolittle	1998
The Drummer	1983
Sprung	1997
Allonsanfan	1974
Stag	1997
Stand-Ins	1997
Star Maps	1997
Right at Your Door	2007
Alvin Purple	1973
Space Truckers	1997
Table One	2000
Happy Men	2001
Hollywood Hot Tubs 2: Educating Crystal	1990
Home Alone	1990
Tempting Heart	1999
Dear Jesse	1998
The Hot Spot	1990
Half Moon	2007
Podium	2004
White Fang 2: Myth of the White Wolf	1994
Two for the Road	1967
Wild Justice	1993
Ulysses	1967
Un Homme De Trop	1967
The Last Minute	2003
Up the Down Staircase	1967
Holly	2007
Valley of the Dolls	1967
The Venetian Affair	1967
Agent Trouble	1987
Wolf	1994
World and Time Enough	1994
Doctor at Sea	1955
Woman of the River	1954
Alien Predator	1987
Alien from L.A.	1988
Allan Quatermain and the Lost City of Gold	1987
Crows	1995
The Allnighter	1987
Wyatt Earp	1994
Live for Life	1967
The Thief of Paris	1967
In the Land of Women	2007
Power Play	1978
The Science of Sleep	2006
The Great Conqueror's Concubine	1994
Amazing Grace and Chuck	1987
American Ninja 2: The Confrontation	1987
My Brother	2004
Wait Until Dark	1967
Pretty Baby	1978
Drop Dead Gorgeous	1999
Boyfriends and Girlfriends	1988
Domino	2005
And God Created Woman	1988
The End of the Affair	1955
Ensayo de un Crimen	1955
The War Wagon	1967
Warning Shot	1967
The Way West	1967
Get Out Your Handkerchiefs	1978
The Day the Music Died	1977
Dead End	1998
Angel Heart	1987
Anna	1987
Yankee Zulu	1993
Mauvaise Passe	1999
Grounding	2006
Escape to Burma	1955
Welcome to Hard Times	1967
The Passing	1985
Rabbit Test	1978
Eat Drink Man Woman	1994
The Far Horizons	1955
Who's Minding the Mint?	1967
Premium	2007
The Arrogant	1987
Zuzu Angel	2006
Assassination	1987
Assault of the Killer Bimbos	1988
Female on the Beach	1955
Mr. E	1995
Quincea?era	2006
Remember My Name	1978
Return From Witch Mountain	1978
Zerophilia	2006
Return to Boggy Creek	1977
Au Revoir, les Enfants	1988
Five Against the House	1955
Five Guns West	1955
Room 6	2006
Revenge of the Pink Panther	1978
Kabhi Alvida Naa Kehna	2006
Footsteps in the Fog	1955
Les Routes du Sud	1978
Foxfire	1955
Dancehall Queen	1997
Go to Hell	1999
Same Time, Next Year	1978
Solo Mia	2001
At Five in the Afternoon	2003
Anatomy	2000
Starship Troopers	1997
Consequence	2003
Steel	1997
Stiff Upper Lips	1999
Still Breathing	1997
Slappy and the Stinkers	1998
Storefront Hitchcock	1998
House Party	1990
Cavite	2006
Stranger in the House	1997
Say You'll Be Mine	1999
Striking Resemblance	1997
Johanna	2005
The Hunt for Red October	1990
Hurricane Smith	1991
Shipwrecked	1991
I Come in Peace	1990
I Love You to Death	1990
Strip Search	1997
Arnold	1973
Ash Wednesday	1973
Identity Crisis	1990
Sunday	1997
Super Speedway	1997
Surface to Air	1997
Impulse	1990
The Divine Ryans	1999
Divine Trash	1998
Arctic Tale	2007
The Swan Princess: Escape from Castle Mountain	1997
The Baby	1972
The Sweet Hereafter	1997
Swept from the Sea	1998
In the Spirit	1990
Indio	1989
Instant Karma	1990
Badge 373	1973
Badlands	1973
Bang the Drum Slowly	1973
Battle for the Planet of the Apes	1973
Internal Affairs	1990
The Invisible Maniac	1990
Iron & Silk	1990
Talk of Angels	1998
Because of the Cats	1973
Tango	1998
The Tango Lesson	1998
The Belstone Fox	1973
Farce of the Penguins	2007
When the Sky Falls	1999
Beyond Atlantis	1973
Billy Two Hats	1973
MVP: Most Valuable Primate	2000
Jacob's Ladder	1990
Double Jeopardy	1999
Jezebel's Kiss	1990
Black Caesar	1973
Blackenstein	1973
Spirited Away	2003
Joe Versus the Volcano	1990
A Month of Sundays	2001
Ticker	2001
Wing Chun	1993
Martin Lawrence: You So Crazy	1994
Woman Times Seven	1967
Zapping	1999
Just a Kiss	2002
You Only Live Twice	1967
Nuit de Noces	2001
Town & Country	2001
Tutti Gli Uomini Del Deficiente	1999
Babette's Feast	1988
Baby Boom	1987
Babar: King of the Elephants	1999
Urban Menace	1999
Bad Taste	1987
Alpha Male	2006
Barfly	1987
Living 'til the End	2005
U-571	2000
Beauty and the Beast	1987
The Bedroom Window	1987
The Believers	1987
Bellman & True	1988
The Belly of an Architect	1990
Benji the Hunted	1987
The Passion of Bernadette	1989
Six Days, Six Nights	1994
Gentlemen Marry Brunettes	1955
The Elephant King	2008
The Girl in the Red Velvet Swing	1955
Sammy's Super T-Shirt	1978
The Marine	2006
Best Seller	1987
Beverly Hills Cop II	1987
Beyond Therapy	1987
The Glass Slipper	1955
Divorcing Jack	1998
May 6th	2007
The Sea Gypsies	1978
The Secret Life of Plants	1978
Big Bad Mama II	1987
The Big Easy	1987
Big Shots	1987
The Big Town	1987
Good Morning, Miss Dove	1955
Les Grandes Manoeuvres	1955
The Man Who Cried	2001
Mezcal	2006
Semi-Tough	1977
Blind Date	1987
Blood Diner	1987
Guys and Dolls	1955
Elizabeth	1998
Maybe Baby	2001
The War Zone	1998
Morning Raga	2004
Sextette	1978
Sgt. Pepper's Lonely Hearts Club Band	1978
Bloodsport	1988
Blue Monkey	1987
Gitmo---The New Rules of War	2005
Beefcake	1999
Helen Keller in Her Story	1954
Hell on Frisco Bay	1955
Wild Man Blues	1998
Mr. Woodcock	2007
Body Slam	1986
Blood Feud	1978
Born in East L.A.	1987
The Shout	1978
The Brave Little Toaster	1987
Broadcast News	1987
The Number 23	2007
Hit the Deck	1955
Four Boys and a Gun	1957
Mom, Can I Keep Her?	1999
Blade II	2002
Follow Your Heart	1997
The Silent Partner	1978
House of Bamboo	1955
How to Be Very, Very Popular	1955
My First Mister	2001
I Am a Camera	1955
Slow Dancing in the Big City	1978
I Died a Thousand Times	1955
Primary Suspect	2000
I'll Cry Tomorrow	1955
I Live in Fear	1955
Illegal	1955
Smierc Prezydenta	1978
Somebody Killed Her Husband	1978
Henri Langlois: The Phantom of the Cinematheque	2005
Happy Times	2002
Demonlover	2003
Telling Lies in America	1997
The Blockhouse	1973
Blume in Love	1973
Termination Man	1997
Territorio Comanche	1997
The Wedding Party	1997
That Darn Cat	1996
That Old Feeling	1997
No Witness	2004
Jours Tranquils a Clichy	1989
Ju Dou	1991
Daughter From Danang	2002
The Execution of Wanda Jean	2002
Down from the Mountain	2001
The Boy Who Cried Werewolf	1973
Smoke Signals	1998
Breezy	1973
A Thousand Acres	1997
A Brief Vacation	1973
A Simple Plan	1998
Brother Sun, Sister Moon	1972
Tic Tac	1997
Amandla! A Revolution in Four-Part Harmony	2003
Titanic	1997
Beyond the Sea	2004
The Candy Snatchers	1974
Cannibal Girls	1973
Tomorrow Never Dies	1997
Cote d'Azur	2005
Ecco Fatto	1998
Kindergarten Cop	1990
King of New York	1990
Total Reality	1997
Touch	1997
When the Road Bends: Tales of a Gypsy Caravan	2007
Half Light	2006
The Hours Go By	2005
Korczak	1990
Toy Story 2	2009
Tr?fico	1998
Charley Varrick	1973
Traveller	1997
Charley and the Angel	1973
The Krays	1990
Absolut	2004
Trekkies	1997
Trial and Error	1997
Das Trio	1998
Trojan War	1997
En Plein Coeur	1998
South From Granada	2003
Alila	2004
Bones	2001
True Heart	1997
The Truman Show	1998
Truth or Consequences, N.M.	1997
Cinderella Liberty	1973
Class of '44	1973
11 Harrowhouse	1974
Laser Mission	1990
Turbulence	1997
Cleopatra Jones	1973
Twilight of the Ice Nymphs	1997
Twin Town	1997
Coffy	1973
Small Time Crooks	2000
The Abdication	1974
B.U.S.T.E.D.	1999
Unaccompanied Minors	2006
Emmenez-Moi	2005
Blackballed: The Bobby Dukes Story	2006
Zoolander	2001
The Last of the Finest	1990
The Legend of Grizzly Adams	1990
Un crime au Paradis	2001
Daddy and Them	2001
Rue des Plaisirs	2002
The Darkest Light	1998
Divorce, Iranian Style	1998
Windtalkers	2002
Three Blind Mice	2002
Satan Was a Lady	2001
XX/XY	2003
Y Tu Mama Tambien	2002
Gridiron Gang	2006
Foolish	1999
Franck Spadone	1999
2001: A Space Odyssey	2001
Burglar	1987
Business as Usual	1988
Campus Man	1987
Can't Buy Me Love	1987
Candy Mountain	1987
Snipes	2002
Captive Hearts	1987
The Care Bears Adventure in Wonderland	1987
The House of Bernarda Alba	1987
The Indian Fighter	1955
All Neat in Black Stockings	1969
Castaway	1987
Catch the Heat	1987
Caught	1987
Red Eye	2005
Interrupted Melody	1955
It Came from Beneath the Sea	1955
It's Always Fair Weather	1955
Amanti	1968
The Ambushers	1967
Cheerleader Camp	1988
Cherry 2000	1988
China Girl	1987
Steal Me	2005
Alvin & the Chipmunks Meet Frankenstein	1999
Jubal	1956
A Kid in Aladdin's Palace	1997
The Anniversary	1968
Jungle Moon Men	1955
Jupiter's Darling	1955
Anzio	1968
Arizona Bushwhackers	1968
Journey into Buddhism: Vajra Sky Over Tibet	2006
Stevie	1978
Straight Time	1978
Cold Steel	1987
Commando Squad	1987
The Kentuckian	1955
Attack on the Iron Coast	1968
The Stud	1978
Confessions of a Serial Killer	1987
A Kid for Two Farthings	1956
Killer's Kiss	1955
The King's Thief	1955
Stolen Kisses	1968
Summer Night Fever	1978
Cop	1988
Drowning on Dry Land	1999
Kismet	1955
The Herd	1998
Cowboys Don't Cry	1988
Take Down	1979
Crazy Love	1987
Creepozoids	1987
Creepshow 2	1987
Critical Condition	1987
Lady and the Tramp	1955
The Ladykillers	1955
Land of the Pharaohs	1955
The Left Hand of God	1955
Blue Vinyl	2001
Final Rinse	1999
Genghis Blues	1999
Thank God It's Friday	1978
They Went That-a-Way & That-a-Way	1978
The Thirty-Nine Steps	1978
The Business of Fancydancing	2002
The Tigress	1993
The Cockettes	2002
Derrida	2002
The Hawk Is Dying	2007
Bigger than the Sky	2005
How to Draw a Bunny	2004
Full Ride	2001
The Kid Stays in the Picture	2002
Biggie and Tupac	2002
Laundry	2001
May	2003
The Ugly	1998
Ulee's Gold	1997
Un Amour de Sorci?re	1997
The Eel	1998
Dawn of the Dead	2004
Beneath the Surface	1997
The Undertaker's Wedding	1997
The Unknown Cyclist	1999
Cops and Robbers	1973
Reeker	2005
Airport 1975	1974
Alice Doesn't Live Here Anymore	1974
Fantasia Chez les Ploucs	1971
Urban Ghost Story	1998
Craze	1974
The Vampire Journals	1997
Amarcord	1973
Fade to Black	2004
Smokers Only	2002
Soft for Digging	2001
Christmas	2003
Vegas Vacation	1997
Velocity Trap	1997
Amazing Grace	1974
The Anniversary Party	2001
Honeybee	2001
Down to the Bone	2005
Voyage to the Beginning of the World	1997
The Corporation	2004
The Daring Dobermans	1973
Vicious Circles	1997
Dark Star	1974
The Day of the Dolphin	1973
Life of Jesus	1998
The Day of the Jackal	1973
The Dreamlife of Angels	1999
Juvies	2004
Ali, Fear Eats the Soul	1973
Ankur	1974
Elephant	2003
The Deadly Trackers	1973
Big Fish	2004
Cold Harvest	1998
A Delicate Balance	1974
The Apprenticeship of Duddy Kravitz	1974
Volcano	1997
Detroit 9000	1998
Vulgar	2002
Deux Hommes Dans La Ville	1973
Breakin' All the Rules	2004
Waco: The Rules of Engagement	1997
Digby---The Biggest Dog in the World	1973
Dillinger	1973
Star Kid	1998
Warriors of Virtue	1997
Nobody's Baby	2001
Running Home	1998
The Man Who Knew Too Little	1997
Outing Riley	2004
The Waterboy	1998
Way Past Cool	2000
The Don Is Dead	1973
Welcome to Sarajevo	1998
Welcome to Woop Woop	1998
Western	1998
Don't Play Us Cheap	1972
Bank Shot	1974
Barry McKenzie Holds His Own	1974
The Bat People	1974
Escanaba in da Moonlight	2001
Bamboozled	2000
Tape	2001
Shadowless Sword	2006
Jack the Dog	2000
The Legend of Cryin' Ryan	1998
Everything's Jake	2000
Game Over: Kasparov and the Machine	2004
Gaz Bar Blues	2003
The Love Letter	1999
Bandolero!	1968
My Dog Vincent	1997
Barbarella	1968
Guns for San Sebastian	1969
Cross My Heart	1987
Cry Freedom	1987
The Curse	1987
Joe Dirt	2001
Versus	2000
Cyclone	1987
Dagboek van een Oude Dwaas	1987
The Biggest Bundle of Them All	1968
The Birthday Party	1968
The Bliss of Mrs. Blossom	1968
Dancers	1987
Lola Montes	1955
Blue	1968
The Bofors Gun	1968
Dark Age	1986
Dark Tower	1987
The Darkside	1987
Date with an Angel	1987
Change of Address	2006
The Lone Ranger	1956
The Long Gray Line	1955
The Night Caller	1998
Boom!	1968
Love Me or Leave Me	1955
Lucy Gallant	1955
The Boston Strangler	1968
Bratya Karamazovy	1968
Tilt	1978
The Toolbox Murders	1978
Dead of Winter	1987
The Dead	1987
Witness in the War Zone	1987
Deadly Illusion	1987
Deadly Prey	1987
The Brotherhood	1968
Ma and Pa Kettle at Waikiki	1955
Bullitt	1968
Bye Bye Braverman	1968
Death Before Dishonor	1987
Death Wish 4: The Crackdown	1987
Death of a Soldier	1986
Magnificent Matador	1955
Another Day in Paradise	1998
Can't Hardly Wait	1998
A Man Alone	1955
A Man Called Peter	1955
Calcutta	1969
Man with the Gun	1955
Candy	1968
Deep Space	1988
Man Without a Star	1955
The Man from Laramie	1955
The Man with the Golden Arm	1955
Message from Space	1978
Un Papillon sur l'Epaule	1978
To Play and to Fight	2006
Many Rivers to Cross	1955
The Charge of the Light Brigade	1968
Marty	1955
Charlie Bubbles	1967
Charly	1968
Uncle Joe Shannon	1978
An Unmarried Woman	1978
Up in Smoke	1978
The McConnell Story	1955
Dirty Dancing	1987
Dirty Laundry	1987
Disorderlies	1987
Violette Noziere	1978
Mister Roberts	1955
Moonfleet	1955
Mischief Night	2006
The Water Babies	1978
Mr. Arkadin	1955
Watership Down	1978
A Wedding	1978
Who Is Killing the Great Chefs of Europe?	1978
Wild Roomies	2004
The Wild Geese	1978
Un Crabe Dans la T?te	2000
Lipstick & Dynamite: The First Ladies of Wrestling	2004
Little Manhattan	2005
Out of Sync	1995
The Beast Must Die	1974
Benji	1974
Cheaper by the Dozen	2003
Wide Awake	1998
Wild America	1997
Wilde	1998
The Shaggy Dog	2006
Big Bad Mama	1974
A Bigger Splash	1974
Life + Debt	2001
Guiana 1838: The Arrival	2004
The Wings of the Dove	1997
The Winter Guest	1997
Winter Sleepers	2000
A Good Woman	2006
Greendale	2004
Wonderland	1997
Black Belt Jones	1974
Black Eye	1974
The Black Godfather	1974
The Black Six	1974
The Black Windmill	1974
Once Upon a Time in China and America	1997
Woo	1998
The Woodlanders	1997
Celebrity	1998
The Wrong Guy	1997
XXL	1997
The Opium War	1998
Casomai	2002
CQ	2002
Blazing Saddles	1974
Andy Warhol's Dracula	1974
Bootleggers	1974
Keep Cool	1997
Labyrinth of Dreams	1997
Borsalino & Co.	1974
Bring Me the Head of Alfredo Garcia	1974
Zeus and Roxanne	1997
Zone 39	1996
Buster and Billie	1974
Busting	1974
Ghosts Never Sleep	2004
Butley	1974
In My Country	2005
Caged Heat	1974
California Split	1974
Hot Car Girl	1958
Los Angeles Plays Itself	2004
In China They Eat Dogs	1999
Dance with Me	1998
54	1998
Candy Stripe Nurses	1974
Caravan to Vaccares	1974
All the Little Animals	1999
American History X	1998
Antz	1998
Chance or Coincidence	1998
Lonely Child - The Imaginary World of Claude Vivier	1988
Unveiled	2005
The Castaway Cowboy	1974
The Real Macaw	1998
Armageddon	1998
Janine	1990
B. Monkey	1999
The Bachelor	1999
Barney's Great Adventure	1997
Gaman	1979
The Centerfold Girls	1974
Method	2004
The Last September	2000
All the Boys Love Mandy Lane	2006
Aristide and the Endless Revolution	2005
Because I Said So	2007
Lilo & Stitch	2002
Chitty Chitty Bang Bang	1968
Dogs in Space	1987
Dolls	1987
Waking Ned Devine	1998
Coogan's Bluff	1968
Countdown	1968
Counterpoint	1968
Doom Asylum	1988
Rage of the Innocents	2000
Dragnet	1987
Dragon Hunt	1987
Drowning by Numbers	1988
My Sister Eileen	1955
Custer of the West	1967
Period Piece	2006
Drôle D'Endroit Pour Une Rencontre	1988
Dudes	1987
Duet for One	1986
A Dandy in Aspic	1968
Eat the Rich	1988
Echoes of Paradise	1989
Eddie Murphy: Raw	1987
American Beer	1996
The Night of the Hunter	1955
Danger: Diabolik	1968
David Holzman's Diary	1968
The Secret Sex Lives of Romeo and Juliet	1969
Deadfall	1968
Xica da Silva	1976
Not as a Stranger	1955
Night and Fog	1955
The Young Girls of Rochefort	1967
Zero to Sixty	1978
La Zizanie	1978
Empire State	1987
Empire of the Sun	1987
Enemy Territory	1987
Oklahoma!	1955
One Desire	1955
The Detective	1968
The Devil's Brigade	1968
Naked Fame	2005
Ernest Goes to Camp	1987
National Lampoon's Pucked	2006
Othello	1952
Our Miss Brooks	1956
?coute Voir...	1978
The Bourne Supremacy	2004
Evil Spawn	1987
Extreme Prejudice	1987
Pather Panchali	1955
Too Bad She's Bad	1954
Deadwood Park	2007
Pete Kelly's Blues	1955
The Phenix City Story	1955
Autobus	2005
See No Evil	2006
Megalodon	2004
The Deserted Station	2004
Being John Malkovich	1999
Beloved	1998
Beowulf	1999
The Big Hit	1998
Black Dog	1998
Blade	1998
A Walk on the Moon	1999
The Mummy	1999
Bravo Two Zero	1999
Breakfast of Champions	1999
Chinatown	1974
Chosen Survivors	1974
Brokedown Palace	1999
A Bug's Life	1998
Wes Craven Presents: Carnival of Souls	1998
Lightning Bug	2004
Chicken Run	2000
City of Angels	1998
Kiss of Fire	1998
Il Cittadino si Ribella	1974
Claudine	1974
The Clones	1972
Cockfighter	1974
The Chronicles of Narnia: The Lion, the Witch and the Wardrobe	2005
Making Up	1993
Dancing at Lughnasa	1998
Meet the Deedles	1998
The Deep End of the Ocean	1999
Deep Impact	1998
Dead Bodies	2003
Death by Pizza	1998
Ad Fundum	1993
The Day After Tomorrow	2004
Dirty Work	1998
Dogma	1999
The 13th Warrior	1999
On the Run	2000
The Third Wish	2005
Confessions of a Window Cleaner	1974
Conrack	1974
A Breed Apart	1986
Brigade Des Moeurs	1985
Broadway Danny Rose	1984
The Brother from Another Planet	1984
Addams Family Values	1993
The Adventures of Huck Finn	1993
The Age of Innocence	1993
Enemy of the State	1998
Eye of the Beholder	2000
Eyes Wide Shut	1999
Secret D?fense	1998
Bossa Nova	2000
Fantastic Four	2005
Fear and Loathing in Las Vegas	1998
Trance	2006
Crazy Joe	1974
Burroughs	1983
C.H.U.D.	1984
Relations	2006
Airborne	1993
Cal	1984
Firestorm	1998
Corazon Iluminado	1998
Frida	2002
Calamari Union	1985
The Legend of Lucy Keyes	2006
Camila	1984
Bulletproof Monk	2003
Frogs for Snakes	1999
Alive	1993
From Hell	2001
Punto Y Raya	2004
Gloria	1999
Gods and Monsters	1998
Godzilla	1998
Stepmom	1998
The Green Mile	1999
Celine and Julie Go Boating	1974
Downward Angel	2001
Daisy Miller	1974
Cannonball Run II	1984
Carmen	1984
An Ambush of Ghosts	1993
Cent jours ? Palerme	1984
A Gun, a Car, a Blonde	1997
Ringers: Lord of the Fans	2005
All I Wanna Do	2000
Half Baked	1998
Hard Rain	1998
Downhill City	1999
The Hi-Lo Country	1998
Ai Ni Ai Wo	2001
Dead Cert	1974
Awesome: I Shot That!	2006
Gregory's Two Girls	1999
Chattanooga Choo Choo	1984
Amongst Friends	1993
Amore!	1993
Amazons and Gladiators	2001
Possible Loves	2001
Children of the Corn	1984
Choose Me	1984
Anchoress	1993
Stand-By	2000
Chunhyang	2000
London to Brighton	2008
Angel of Fury	1994
Enemy at the Gates	2001
Ciske de Rat	1984
City Heat	1984
Angelfist	1993
The Count of Monte Cristo	2002
Podecrer	2007
The Company of Wolves	1984
Another Stakeout	1993
Conan the Destroyer	1984
Avenging Angelo	2002
The Cotton Club	1984
Devil's Prey	2001
Dom Kallar Oss Mods	1968
Don't Just Stand There!	1968
Dracula Has Risen from the Grave	1968
Country	1984
Crackers	1984
Duffy	1968
Blood and Honor	2000
Extreme Days	2001
Clipping Adam	2004
Grizzly Falls	1999
20 Centimeters	2006
Prince of Players	1954
The Prisoner	1955
The Private War of Major Benson	1955
A Prize of Gold	1955
The Prodigal	1955
Faces	1968
Guess Who	2005
Fangs of the Living Dead	1969
Bukowski: Born into This	2004
The Purple Mask	1955
Queen Bee	1955
Quentin Durward	1955
The Racers	1955
Rage at Dawn	1955
The Rains of Ranchipur	1955
Finian's Rainbow	1968
Firecreek	1968
The Fixer	1968
A Flea in Her Ear	1968
Flesh	1968
Pooh's Heffalump Movie	2005
Capturing the Friedmans	2003
Rebel Without a Cause	1955
The Girls	1968
For Love of Ivy	1968
Revenge of the Creature	1955
The Fox	1968
Funny Girl	1968
Festival Express	2004
The Last Romantic	2006
Catch a Fire	2006
The Rose Tattoo	1955
Run for Cover	1955
Walking to the Waterline	1998
Nobelity	2006
The Scarlet Coat	1955
No One	2006
The Sea Chase	1955
The Fourth Angel	2001
Anacardium	2001
Los Rubios	2004
Anita and Me	2002
Holy Man	1998
How Stella Got Her Groove Back	1998
The General	1998
Ride	1998
Illuminata	1999
Death Wish	1974
Samourais	2002
In Dreams	1999
Jakob the Liar	1999
Blue Gate Crossing	2003
Garden State	2004
Devil Times Five	1974
March of the Penguins	2005
Eulogy	2004
Living Out Loud	1998
Kissing a Fool	1998
Knock Off	1998
Krippendorf's Tribe	1998
Last Days of Disco	1998
Charlotte Sometimes	2003
The Legend of 1900	1999
Elf	2003
The Lord of the Rings: The Fellowship of the Ring	2003
Lost in Space	1998
Lover Girl	1997
Duelle	1975
The Dove	1974
Arizona Dream	1993
Major League: Back to the Minors	1998
Army of Darkness	1992
Army of One	1993
Mercury Rising	1998
Donovan's Reef	1963
The Driver's Seat	1974
Showtime	2002
Skins	2002
Aspen Extreme	1993
Reign Over Me	2007
Mighty Joe Young	1998
The Million Dollar Hotel	2001
Misadventures of Margaret	1998
Mission: Impossible 2	2000
The Mod Squad	1999
Earthquake	1974
The Education of Sonny Carson	1974
Effi Briest	1974
The Last Mimzy	2007
My Favorite Martian	1999
My Giant	1998
The Naked Man	1998
The Negotiator	1998
The Newton Boys	1998
Emmanuelle	1974
Freedomland	2006
Beshkempir	1998
The Baby Doll Murders	1993
Elementary Particles	2005
A Night at the Roxbury	1998
The Object of My Affection	1998
The Odd Couple II	1998
One Man's Hero	1999
One True Thing	1998
Touching the Void	2004
The Opposite of Sex	1998
Origin of the Species	1998
Out of Control	1997
Occhio, Malocchio, Prezzemolo E Finocchio	1983
That Summer of White Roses	1989
My Tiny Universe	2004
Bad Boy Bubby	1993
Deathmask	1984
Deathstalker	1984
Out of Sight	1998
Ethan Mao	2005
Palmetto	1998
The Parent Trap	1998
Payback	1999
A Perfect Murder	1998
Permanent Midnight	1998
Pleasantville	1998
Fantozzi	1975
Def-Con 4	1985
Delivery Boys	1984
The Ballad of Little Jo	1993
Bank Robber	1993
Jaime	1999
Practical Magic	1998
A Price Above Rubies	1998
The Prince of Egypt	1998
Vodka Lemon	2004
Pushing Tin	1999
The Fire Within	1963
Dangerous Moves	1985
Batman: Mask of the Phantasm	1993
Beach Babes from Beyond	1993
Sylvia Kristel's Beauty School	1993
La Schiava	1973
Hijack Stories	2000
Follow the Boys	1963
40 Pounds of Trouble	1962
Dim Sum: A Little Bit of Heart	1985
Beethoven's 2nd	1993
The Yes Men	2004
Being Human	1994
Four for Texas	1963
Hochelaga	2000
From Russia with Love	1963
Summer at Grandpa's	1984
Benefit of the Doubt	1993
Benny & Joon	1993
Berlin In Berlin	1993
Fun in Acapulco	1963
Dreamscape	1984
Best of the Best 2	1993
Betrayal of the Dove	1993
A Gathering of Eagles	1963
The Leopard	1963
Dune	1984
And the Ship Sails On	1983
Citizen Verdict	2005
Electric Dreams	1984
Comandante	2003
Cry Funny Happy	2003
Seven Angry Men	1955
Seven Cities of Gold	1955
The Seven Little Foys	1955
The Seven Year Itch	1955
Shack Out on 101	1955
The Shrike	1955
House of D	2005
Sincerely Yours	1955
Six Bridges to Cross	1955
Iowa	2006
10	1979
1941	1979
Dear Wendy	2005
Decade Under the Influence	2003
Soldier of Fortune	1955
Smiles of a Summer Night	1955
Stories of Disenchantment	2005
Agatha	1979
Lunacy	2005
The Spoilers	1955
The Square Jungle	1955
Lana's Rain	2002
Last Goodbye	2004
Duck Season	2006
Alien	2003
Storm over the Nile	1955
Strange Lady in Town	1955
Strategic Air Command	1955
Alison's Birthday	1979
All That Jazz	1979
Summertime	1954
Camera Buff	1979
The American Success Company	1979
Americathon	1979
The Amityville Horror	1979
Transamerica	2005
Tall Man Riding	1955
The Tall Men	1955
URO	2006
Target Zero	1955
Animalympics	1979
Apocalypse Now Redux	2001
Barbershop	2002
The Apple Dumpling Gang Rides Again	1979
Arabian Adventure	1978
Arrebato	1979
Point Blank	1997
King of the Corner	2005
Suddenly Naked	2001
Quest for Camelot	1998
The Red Violin	1999
Resident Evil	2002
Les Formidables	2007
Andy Warhol's Frankenstein	1975
Rush Hour	1998
Safe Men	1998
Saving Private Ryan	1998
For Pete's Sake	1974
Foxy Brown	1974
Bollywood/Hollywood	2002
The Impostors	1998
Four Brothers	2005
The Shipping News	2002
Freebie and the Bean	1974
The Front Page	1974
Hilary and Jackie	1999
Snake Eyes	1998
Snow Falling on Cedars	1999
A Soldier's Daughter Never Cries	1998
Lost and Found	1999
Sound of One Hand Clapping	1999
Sour Grapes	1998
Eyeball	1975
The Beverly Hillbillies	1993
Beyond Bedlam	1994
Species II	1998
Bhaji on the Beach	1993
